"","SRR7624365","SRR7624366","SRR7624371","SRR7624372","SRR7624375","SRR7624376"
"ENSMUSG00000101996",3,0,0,0,0,4
"ENSMUSG00000096973",5,0,2,0,0,4
"ENSMUSG00000064943",1,1,0,4,3,0
"ENSMUSG00000097883",2,2,4,2,0,10
"ENSMUSG00000101760",2,0,2,1,0,0
"ENSMUSG00000099608",6,0,0,0,0,0
"ENSMUSG00000099864",1,0,0,0,0,0
"ENSMUSG00000100451",8,0,0,0,0,0
"ENSMUSG00000100816",4,16,14,41,137,171
"ENSMUSG00000026109",14,32,14,5,33,26
"ENSMUSG00000100671",0,0,2,0,4,3
"ENSMUSG00000101242",0,0,0,0,0,1
"ENSMUSG00000099924",0,0,0,0,0,4
"ENSMUSG00000099625",0,1,0,0,0,0
"ENSMUSG00000045954",3,0,2,0,0,0
"ENSMUSG00000101702",0,0,0,0,0,2
"ENSMUSG00000026107",3650,3702,2888,3403,3265,3143
"ENSMUSG00000099413",40,25,41,13,26,10
"ENSMUSG00000103424",0,2,2,0,0,0
"ENSMUSG00000101741",5,27,16,23,6,13
"ENSMUSG00000018417",13370,12973,9781,10049,5981,5108
"ENSMUSG00000101724",10,38,2,14,14,14
"ENSMUSG00000100313",40,67,26,46,28,33
"ENSMUSG00000072324",218,96,137,82,96,98
"ENSMUSG00000062939",442,364,673,797,179,127
"ENSMUSG00000101628",1,2,2,0,1,0
"ENSMUSG00000078291",4,2,2,4,1,4
"ENSMUSG00000109599",7,15,16,10,10,5
"ENSMUSG00000026104",878,699,583,518,151,131
"ENSMUSG00000099569",9,9,18,6,6,4
"ENSMUSG00000026103",7024,7322,3547,4182,4937,4537
"ENSMUSG00000099648",2,0,0,0,0,0
"ENSMUSG00000002881",1003,807,1369,1200,571,475
"ENSMUSG00000097833",8,8,97,32,8,0
"ENSMUSG00000101501",0,2,0,0,4,0
"ENSMUSG00000099878",2,0,0,0,0,2
"ENSMUSG00000100007",4,1,4,2,12,0
"ENSMUSG00000043015",1840,1746,1235,1204,989,1030
"ENSMUSG00000103630",5,59,2,6,8,6
"ENSMUSG00000041439",339,222,195,164,133,82
"ENSMUSG00000100302",2,0,0,0,2,2
"ENSMUSG00000100230",0,0,2,2,0,0
"ENSMUSG00000026102",277,226,315,399,413,305
"ENSMUSG00000041426",2200,1550,1541,1613,1240,876
"ENSMUSG00000089802",2,9,1,2,2,0
"ENSMUSG00000043629",7974,5019,5633,5261,4558,3653
"ENSMUSG00000060715",19,35,49,73,129,80
"ENSMUSG00000026098",2620,2148,2307,2587,2354,1967
"ENSMUSG00000100763",4,17,12,6,1,13
"ENSMUSG00000026097",1388,718,888,1054,914,604
"ENSMUSG00000026096",746,668,450,400,577,463
"ENSMUSG00000099913",0,6,0,0,0,2
"ENSMUSG00000101838",2,5,2,3,1,2
"ENSMUSG00000026095",1360,981,862,894,1113,817
"ENSMUSG00000096141",62,78,167,224,231,144
"ENSMUSG00000026094",1869,1625,2371,2694,2715,2012
"ENSMUSG00000102405",2,0,0,0,0,0
"ENSMUSG00000042807",154,162,1188,1218,479,333
"ENSMUSG00000087949",0,0,1,0,0,0
"ENSMUSG00000102868",0,0,4,4,2,10
"ENSMUSG00000094013",2,0,0,0,0,2
"ENSMUSG00000025983",32,89,46,30,43,37
"ENSMUSG00000041303",10022,7580,9503,8847,9559,7165
"ENSMUSG00000109809",1,0,1,2,7,2
"ENSMUSG00000073678",8026,5309,6147,5611,11048,8287
"ENSMUSG00000104136",18,41,60,31,84,72
"ENSMUSG00000101130",2,0,0,0,0,0
"ENSMUSG00000052331",88,139,113,114,83,76
"ENSMUSG00000101674",1,0,8,0,0,0
"ENSMUSG00000102503",0,2,0,2,2,0
"ENSMUSG00000089245",0,0,2,1,0,0
"ENSMUSG00000102642",0,5,6,2,0,2
"ENSMUSG00000025982",52895,56306,53553,55126,57279,42405
"ENSMUSG00000103030",4,8,2,2,12,0
"ENSMUSG00000025981",1602,987,1094,1113,1431,1096
"ENSMUSG00000101122",25,37,57,30,46,27
"ENSMUSG00000025980",60721,50743,77971,75549,109706,74971
"ENSMUSG00000073676",21468,14359,16048,17422,23498,15701
"ENSMUSG00000100736",10,2,6,14,0,4
"ENSMUSG00000089670",9,21,28,17,13,17
"ENSMUSG00000025979",4651,3334,4530,4453,3523,2620
"ENSMUSG00000061863",7,2,5,3,1,8
"ENSMUSG00000025978",322,224,50,41,4,22
"ENSMUSG00000097649",22,19,4,3,2,8
"ENSMUSG00000046994",3839,2803,2850,2299,2146,1472
"ENSMUSG00000025977",119,199,115,158,308,218
"ENSMUSG00000100215",69,49,41,19,19,18
"ENSMUSG00000101085",0,8,1,4,4,7
"ENSMUSG00000038349",8,19,34,14,20,12
"ENSMUSG00000102145",0,0,3,0,2,2
"ENSMUSG00000099950",6,9,29,15,7,5
"ENSMUSG00000102491",0,0,0,2,0,0
"ENSMUSG00000045336",4,0,0,0,2,0
"ENSMUSG00000038331",714,465,330,342,142,185
"ENSMUSG00000087022",42,26,26,20,20,18
"ENSMUSG00000104310",0,2,0,0,0,2
"ENSMUSG00000094128",0,1,0,0,1,0
"ENSMUSG00000101429",0,6,0,4,0,0
"ENSMUSG00000101129",14,4,15,0,12,12
"ENSMUSG00000097519",185,190,194,249,167,141
"ENSMUSG00000038323",2246,1147,841,885,503,391
"ENSMUSG00000048495",982,887,1030,1231,1235,868
"ENSMUSG00000025971",1720,1104,1407,1262,1442,1009
"ENSMUSG00000088353",0,2,0,0,0,0
"ENSMUSG00000101826",7,6,0,0,0,0
"ENSMUSG00000102685",1,0,0,0,1,2
"ENSMUSG00000038305",1555,1420,519,428,421,357
"ENSMUSG00000091283",0,6,1,2,0,0
"ENSMUSG00000054770",1313,1681,1543,1374,1061,1007
"ENSMUSG00000026039",5808,5807,4520,4706,3041,2608
"ENSMUSG00000063558",245,417,386,324,61,73
"ENSMUSG00000064294",2037,2078,1694,1344,199,122
"ENSMUSG00000038242",30,36,115,86,140,130
"ENSMUSG00000089822",0,0,4,2,2,4
"ENSMUSG00000079554",10,4,8,6,4,4
"ENSMUSG00000103839",52,105,44,68,54,56
"ENSMUSG00000051223",42587,30881,38296,40221,52169,36480
"ENSMUSG00000026034",9398,10706,9835,9834,8285,6158
"ENSMUSG00000026035",2121,1562,2122,2166,2572,1686
"ENSMUSG00000026036",4859,3313,4479,4553,6364,4621
"ENSMUSG00000026037",9790,7233,11382,12157,15801,11541
"ENSMUSG00000094245",3,7,10,3,5,7
"ENSMUSG00000085054",55,151,95,80,117,78
"ENSMUSG00000038174",2659,2851,2680,2599,2348,1803
"ENSMUSG00000026032",3225,1923,2342,2233,2192,1614
"ENSMUSG00000059647",19,13,9,10,8,10
"ENSMUSG00000047528",16,24,22,14,6,8
"ENSMUSG00000102059",3,0,2,0,0,2
"ENSMUSG00000026031",771,554,431,455,439,409
"ENSMUSG00000100236",0,0,0,2,0,0
"ENSMUSG00000026029",562,633,468,400,168,104
"ENSMUSG00000102719",2,37,82,62,52,66
"ENSMUSG00000099719",0,1,8,2,0,1
"ENSMUSG00000026028",5101,4947,5050,4553,3432,2707
"ENSMUSG00000026027",743,596,412,547,239,211
"ENSMUSG00000072295",58,194,124,84,202,94
"ENSMUSG00000099752",0,1,1,0,1,0
"ENSMUSG00000038079",1342,845,939,837,1062,816
"ENSMUSG00000097573",25,1,4,7,19,22
"ENSMUSG00000079550",6,39,25,1,51,39
"ENSMUSG00000101586",52,75,48,41,40,44
"ENSMUSG00000099563",2,24,0,8,3,0
"ENSMUSG00000026024",8546,9481,10216,9894,10371,8226
"ENSMUSG00000026023",6,13,2,4,14,5
"ENSMUSG00000099922",6,8,16,14,7,9
"ENSMUSG00000104502",12,2,139,147,282,269
"ENSMUSG00000041075",5619,3051,6416,6148,12539,11211
"ENSMUSG00000097819",66,26,77,101,115,168
"ENSMUSG00000047361",145,184,133,139,375,357
"ENSMUSG00000099811",0,0,1,0,0,0
"ENSMUSG00000026021",9929,7333,10270,12009,10302,7688
"ENSMUSG00000089276",0,1,0,0,1,2
"ENSMUSG00000103821",60,96,78,84,91,109
"ENSMUSG00000101400",1,4,0,3,9,3
"ENSMUSG00000026020",31060,24105,39250,40050,38811,25532
"ENSMUSG00000077345",16,21,22,19,36,24
"ENSMUSG00000089512",8,57,35,35,20,22
"ENSMUSG00000089093",25,27,41,47,31,31
"ENSMUSG00000067336",2641,3008,1838,1956,1945,2403
"ENSMUSG00000104052",1,5,6,6,10,18
"ENSMUSG00000103131",0,2,2,0,0,0
"ENSMUSG00000041040",4414,3113,3070,2483,2444,2456
"ENSMUSG00000103696",16,52,49,51,23,73
"ENSMUSG00000100901",18,16,6,21,21,6
"ENSMUSG00000026018",64,162,129,122,61,54
"ENSMUSG00000026019",9729,7688,9767,9993,13746,9430
"ENSMUSG00000026017",1071,930,499,456,430,413
"ENSMUSG00000082609",5,11,9,8,6,4
"ENSMUSG00000073664",9580,9344,5853,5969,5587,5085
"ENSMUSG00000049439",4150,2506,2111,2003,3185,2262
"ENSMUSG00000103822",21,10,10,12,11,27
"ENSMUSG00000026782",6618,4919,6204,6381,10648,8049
"ENSMUSG00000026014",5928,4715,3128,3140,2565,3715
"ENSMUSG00000081562",7,15,13,10,9,5
"ENSMUSG00000084400",2,6,3,2,2,4
"ENSMUSG00000082160",2,4,4,16,0,0
"ENSMUSG00000084151",0,0,0,0,2,0
"ENSMUSG00000101188",1129,975,1120,1075,1049,878
"ENSMUSG00000026012",0,0,6,0,6,0
"ENSMUSG00000086795",2,6,9,9,13,12
"ENSMUSG00000085965",1,2,0,10,0,9
"ENSMUSG00000104069",0,2,1,3,0,0
"ENSMUSG00000083355",0,5,0,2,8,2
"ENSMUSG00000102549",0,4,2,1,4,2
"ENSMUSG00000026011",0,2,0,0,0,0
"ENSMUSG00000081382",76,54,55,30,51,46
"ENSMUSG00000026009",0,0,0,2,13,10
"ENSMUSG00000102561",0,0,0,0,2,2
"ENSMUSG00000082804",2,2,4,2,0,0
"ENSMUSG00000082661",0,0,0,0,2,0
"ENSMUSG00000080785",0,0,0,0,2,0
"ENSMUSG00000085447",2,1,0,0,0,0
"ENSMUSG00000086408",3,0,0,0,9,3
"ENSMUSG00000100965",0,0,0,0,6,8
"ENSMUSG00000052062",79,173,54,64,23,29
"ENSMUSG00000103656",0,10,0,2,0,3
"ENSMUSG00000104402",0,2,8,4,8,4
"ENSMUSG00000104081",0,4,0,3,0,4
"ENSMUSG00000085842",0,8,1,1,1,7
"ENSMUSG00000103002",0,0,0,0,2,2
"ENSMUSG00000085019",0,2,0,0,2,1
"ENSMUSG00000102359",4,0,0,0,0,0
"ENSMUSG00000085400",0,0,2,0,0,0
"ENSMUSG00000100750",2,0,7,4,2,0
"ENSMUSG00000081950",3,0,1,0,0,0
"ENSMUSG00000084333",12,12,12,4,4,12
"ENSMUSG00000025969",2336,2079,5895,6609,132,137
"ENSMUSG00000103032",4,32,22,50,0,0
"ENSMUSG00000100426",0,0,1,2,0,0
"ENSMUSG00000040865",8703,9642,7133,7918,4905,5722
"ENSMUSG00000104991",1,0,0,0,0,0
"ENSMUSG00000081617",2,0,0,2,4,0
"ENSMUSG00000081429",6,11,10,11,8,5
"ENSMUSG00000084799",122,201,195,152,127,83
"ENSMUSG00000101599",395,917,833,696,313,382
"ENSMUSG00000025968",15267,12792,14390,14090,14433,10280
"ENSMUSG00000077884",1,1,3,1,0,1
"ENSMUSG00000025967",108008,68594,62986,62078,73801,55434
"ENSMUSG00000064612",14,55,33,36,56,32
"ENSMUSG00000064602",212,336,389,495,606,545
"ENSMUSG00000046856",21,109,218,204,161,203
"ENSMUSG00000094290",2,0,6,5,5,8
"ENSMUSG00000086730",154,451,341,486,357,502
"ENSMUSG00000102536",8,22,16,20,27,17
"ENSMUSG00000087561",5,30,25,41,37,63
"ENSMUSG00000027520",5365,7663,5878,8925,7167,10679
"ENSMUSG00000094214",0,6,1,0,5,1
"ENSMUSG00000083039",0,2,0,0,0,0
"ENSMUSG00000081643",9,2,4,6,9,3
"ENSMUSG00000025964",3109,4335,12018,13747,7253,7991
"ENSMUSG00000087823",2,6,17,28,7,18
"ENSMUSG00000115378",0,0,0,4,0,0
"ENSMUSG00000069085",1,0,2,3,0,4
"ENSMUSG00000083066",3,0,0,0,0,0
"ENSMUSG00000025963",6,18,6,0,22,6
"ENSMUSG00000025962",6458,4115,4755,5112,8134,5881
"ENSMUSG00000025961",16,36,36,18,42,42
"ENSMUSG00000025959",731,501,470,372,1532,1355
"ENSMUSG00000098487",0,0,0,0,0,2
"ENSMUSG00000086836",0,5,1,2,0,3
"ENSMUSG00000086721",6,7,0,0,1,2
"ENSMUSG00000101895",1,0,0,0,2,1
"ENSMUSG00000025958",5155,3985,3374,3981,6666,5368
"ENSMUSG00000025956",1181,869,862,927,1139,866
"ENSMUSG00000101832",2,2,1,1,0,3
"ENSMUSG00000100437",0,1,2,0,12,2
"ENSMUSG00000087213",367,240,321,366,511,399
"ENSMUSG00000070871",1827,1450,2160,2129,2042,1693
"ENSMUSG00000045005",18708,13691,5902,5104,1626,1489
"ENSMUSG00000102140",41,32,25,23,20,15
"ENSMUSG00000051344",2367,2126,2281,2189,1112,960
"ENSMUSG00000097264",0,0,2,2,0,2
"ENSMUSG00000084416",1189,630,512,491,564,448
"ENSMUSG00000025955",37,87,679,458,41,22
"ENSMUSG00000090042",7,9,17,14,8,2
"ENSMUSG00000070870",46,45,67,50,10,2
"ENSMUSG00000067299",66,96,307,158,9,0
"ENSMUSG00000025952",4,8,35,20,0,2
"ENSMUSG00000073658",0,2,4,4,0,0
"ENSMUSG00000044429",53,32,22,10,5,4
"ENSMUSG00000044816",544,460,914,885,953,585
"ENSMUSG00000025950",26078,22272,26196,27399,7478,5907
"ENSMUSG00000025949",11542,12329,8345,9237,8346,7313
"ENSMUSG00000025946",4,6,18,13,89,48
"ENSMUSG00000100340",0,0,2,0,1,1
"ENSMUSG00000082774",2,2,1,0,0,0
"ENSMUSG00000083242",0,0,0,0,2,0
"ENSMUSG00000015222",432,245,59,75,224,201
"ENSMUSG00000073656",0,0,0,1,2,0
"ENSMUSG00000055567",54,22,42,16,96,40
"ENSMUSG00000103375",0,0,0,0,2,2
"ENSMUSG00000026005",8090,7368,8254,7323,5352,3726
"ENSMUSG00000026004",1148,1807,1178,1187,664,795
"ENSMUSG00000102559",53,448,224,146,107,95
"ENSMUSG00000102374",50,238,61,110,43,42
"ENSMUSG00000102776",38,206,105,72,20,57
"ENSMUSG00000082057",27,97,33,36,23,27
"ENSMUSG00000103756",33,190,108,72,75,50
"ENSMUSG00000103382",28,116,53,34,32,37
"ENSMUSG00000103553",11,19,14,8,2,4
"ENSMUSG00000026003",1493,576,741,614,659,605
"ENSMUSG00000082769",84,54,65,74,50,54
"ENSMUSG00000089420",0,0,1,1,0,1
"ENSMUSG00000061816",0,0,4,4,0,0
"ENSMUSG00000094191",6,4,6,2,2,2
"ENSMUSG00000026000",3938,2950,3155,2806,1725,1241
"ENSMUSG00000025991",298,203,205,255,172,86
"ENSMUSG00000085075",0,2,0,0,0,0
"ENSMUSG00000104395",4,0,0,0,0,0
"ENSMUSG00000096031",0,0,0,0,0,1
"ENSMUSG00000062209",0,2,0,0,0,2
"ENSMUSG00000103307",0,0,2,0,0,0
"ENSMUSG00000103642",2,0,0,0,0,0
"ENSMUSG00000084332",0,0,4,2,0,2
"ENSMUSG00000101387",0,0,3,4,2,0
"ENSMUSG00000099804",0,0,0,0,2,0
"ENSMUSG00000100354",0,2,0,0,0,0
"ENSMUSG00000101156",0,9,0,2,8,6
"ENSMUSG00000025997",399,240,73,129,257,161
"ENSMUSG00000100815",4,6,4,0,0,6
"ENSMUSG00000099954",0,2,0,4,2,5
"ENSMUSG00000103402",2,0,0,0,0,0
"ENSMUSG00000053153",115,147,137,106,84,79
"ENSMUSG00000089345",0,0,0,3,0,0
"ENSMUSG00000101730",2,0,0,2,1,0
"ENSMUSG00000045648",2,0,0,0,0,0
"ENSMUSG00000026196",6307,5207,3909,4001,3316,3619
"ENSMUSG00000089965",4,43,21,19,13,34
"ENSMUSG00000101551",0,0,0,0,10,0
"ENSMUSG00000050296",22,16,104,38,34,16
"ENSMUSG00000026192",22567,15223,19172,18657,28226,21088
"ENSMUSG00000026193",170053,164874,60274,51826,22515,34410
"ENSMUSG00000073652",52,89,43,56,31,21
"ENSMUSG00000101834",9,8,14,14,12,2
"ENSMUSG00000100319",0,18,13,8,2,2
"ENSMUSG00000101211",2,0,0,0,0,0
"ENSMUSG00000101848",0,2,0,0,0,0
"ENSMUSG00000059483",2,6,6,2,6,0
"ENSMUSG00000101496",492,427,384,357,398,291
"ENSMUSG00000102123",2,2,2,2,0,0
"ENSMUSG00000039395",17152,14344,14245,10594,2404,1672
"ENSMUSG00000094655",40070,8428,12688,16255,9079,11338
"ENSMUSG00000094050",70,42,55,53,84,84
"ENSMUSG00000093956",24,23,41,31,90,74
"ENSMUSG00000093843",3021,1352,2185,1818,1203,1894
"ENSMUSG00000026189",1240,912,820,968,819,667
"ENSMUSG00000026188",8,0,2,0,2,6
"ENSMUSG00000026187",18601,14951,12573,13206,11023,8621
"ENSMUSG00000039372",10,6,0,0,0,0
"ENSMUSG00000085812",8,2,6,8,2,6
"ENSMUSG00000039354",4803,4357,3894,3791,2411,1971
"ENSMUSG00000110712",24,17,51,31,30,20
"ENSMUSG00000039342",11,0,2,3,4,0
"ENSMUSG00000046330",58807,32000,33340,32280,31192,25799
"ENSMUSG00000039323",37343,24641,30801,30076,27688,23762
"ENSMUSG00000026185",203,66,36,26,792,549
"ENSMUSG00000101968",4,4,0,0,4,0
"ENSMUSG00000026182",0,0,2,0,0,0
"ENSMUSG00000100697",2,0,0,0,0,0
"ENSMUSG00000099877",1,0,0,0,0,0
"ENSMUSG00000100044",0,0,0,2,5,0
"ENSMUSG00000100444",7,0,2,5,9,8
"ENSMUSG00000100429",4,0,0,0,0,0
"ENSMUSG00000100301",21,33,38,20,11,28
"ENSMUSG00000101344",6,10,7,7,4,5
"ENSMUSG00000098504",1,0,3,0,0,4
"ENSMUSG00000055322",2959,3107,2904,2381,578,511
"ENSMUSG00000061815",9,7,34,24,13,23
"ENSMUSG00000026180",3,1,3,4,4,7
"ENSMUSG00000048480",0,0,0,0,0,4
"ENSMUSG00000087820",0,0,0,1,0,0
"ENSMUSG00000006304",11409,7530,8951,8296,8102,6338
"ENSMUSG00000064272",16,24,24,22,36,26
"ENSMUSG00000006299",16249,12413,14706,14017,13028,8950
"ENSMUSG00000026179",3229,2091,1647,1596,1706,1541
"ENSMUSG00000103013",19,33,34,23,23,14
"ENSMUSG00000006301",4797,3424,1864,1961,1080,946
"ENSMUSG00000103403",34,70,8,32,11,8
"ENSMUSG00000073650",166,232,1019,1136,219,244
"ENSMUSG00000026177",517,330,430,635,256,323
"ENSMUSG00000026176",2839,1880,2290,1931,1504,1467
"ENSMUSG00000065468",7,6,14,8,6,12
"ENSMUSG00000026175",97,184,58,107,47,39
"ENSMUSG00000033364",17304,17423,13476,12973,10704,9004
"ENSMUSG00000103227",35,128,81,63,79,51
"ENSMUSG00000026174",15503,11766,12474,11665,14457,10618
"ENSMUSG00000026173",182,181,169,134,292,204
"ENSMUSG00000026135",2210,2177,1885,1652,3519,3364
"ENSMUSG00000093155",5,5,3,10,6,13
"ENSMUSG00000026172",2218,1538,1191,1211,1083,783
"ENSMUSG00000026171",3036,2143,2609,2421,2326,1595
"ENSMUSG00000033276",467,342,285,297,193,123
"ENSMUSG00000033257",5144,7345,9803,9961,11063,10222
"ENSMUSG00000026170",378,522,38,36,55,38
"ENSMUSG00000006542",4,8,2,3,7,2
"ENSMUSG00000033227",67,56,299,359,49,41
"ENSMUSG00000099472",7,0,26,23,4,2
"ENSMUSG00000026167",12,6,11,27,15,17
"ENSMUSG00000089964",4,0,2,3,5,10
"ENSMUSG00000090071",118,26,82,98,220,274
"ENSMUSG00000055197",0,0,0,0,0,2
"ENSMUSG00000006546",0,0,0,1,11,4
"ENSMUSG00000047021",1,0,0,8,1,12
"ENSMUSG00000006538",4,16,5,10,4,8
"ENSMUSG00000103145",0,0,0,2,0,0
"ENSMUSG00000026162",341,324,705,648,650,478
"ENSMUSG00000026205",8,6,9,1,9,1
"ENSMUSG00000033159",1000,734,460,374,424,252
"ENSMUSG00000049339",2107,1592,1080,959,1099,929
"ENSMUSG00000026197",1271,832,798,839,608,554
"ENSMUSG00000026198",222,170,249,184,171,121
"ENSMUSG00000099519",0,1,0,0,2,0
"ENSMUSG00000033124",836,592,464,499,394,428
"ENSMUSG00000026199",2531,2774,1744,2166,1406,1188
"ENSMUSG00000026200",1040,1054,384,424,251,231
"ENSMUSG00000026201",2417,2082,3096,3082,3196,2496
"ENSMUSG00000026202",13500,10003,12393,13388,15587,12378
"ENSMUSG00000096094",29,26,48,49,39,35
"ENSMUSG00000118482",4,5,1,9,3,5
"ENSMUSG00000026203",1031,765,891,737,636,426
"ENSMUSG00000026204",60,57,279,265,507,363
"ENSMUSG00000101840",0,0,1,0,1,0
"ENSMUSG00000033061",0,0,5,6,8,4
"ENSMUSG00000026209",10906,7655,6494,6451,3714,3169
"ENSMUSG00000026208",327,179,327,250,212,138
"ENSMUSG00000085653",1,1,0,0,4,3
"ENSMUSG00000026207",89,48,106,128,262,256
"ENSMUSG00000086053",0,2,5,0,2,0
"ENSMUSG00000033021",3103,1796,1901,1733,1456,1102
"ENSMUSG00000033007",0,8,16,10,6,4
"ENSMUSG00000102605",3,7,0,0,0,0
"ENSMUSG00000032997",2407,1392,1937,1637,1262,1248
"ENSMUSG00000026211",1580,2219,3377,4046,462,623
"ENSMUSG00000051703",44,58,46,61,31,21
"ENSMUSG00000032968",34,35,78,79,4,11
"ENSMUSG00000082745",4,12,1,8,0,4
"ENSMUSG00000026213",2200,2747,3081,3247,2583,2306
"ENSMUSG00000006576",131,110,242,227,302,281
"ENSMUSG00000082528",2,2,0,0,1,0
"ENSMUSG00000082012",0,0,2,0,2,0
"ENSMUSG00000026235",26435,27492,9671,10816,805,692
"ENSMUSG00000099141",8,23,2,10,0,3
"ENSMUSG00000101849",54,36,24,12,0,4
"ENSMUSG00000101506",0,0,0,0,2,4
"ENSMUSG00000004872",18,6,0,2,4,2
"ENSMUSG00000032908",125,228,116,115,95,99
"ENSMUSG00000099561",2,0,0,0,2,4
"ENSMUSG00000102945",0,2,0,0,0,0
"ENSMUSG00000026245",18681,12560,14157,15175,16312,12304
"ENSMUSG00000101798",9,4,7,6,4,4
"ENSMUSG00000104018",54,62,52,36,44,64
"ENSMUSG00000090486",14,22,24,25,4,11
"ENSMUSG00000012187",2,0,2,0,4,2
"ENSMUSG00000099364",18,15,0,12,12,7
"ENSMUSG00000100562",3,0,0,4,1,0
"ENSMUSG00000032883",11369,9233,6264,7284,6752,5664
"ENSMUSG00000079470",7666,7379,8053,8274,10699,8479
"ENSMUSG00000099377",9,4,10,12,9,6
"ENSMUSG00000099706",1,0,0,0,0,0
"ENSMUSG00000047330",0,0,0,4,0,0
"ENSMUSG00000072978",8,0,0,0,6,0
"ENSMUSG00000050711",0,0,0,2,0,0
"ENSMUSG00000054702",26,8,66,92,137,148
"ENSMUSG00000102235",0,0,0,1,0,0
"ENSMUSG00000073643",6932,4549,1997,2222,3491,2892
"ENSMUSG00000104497",0,0,0,0,4,0
"ENSMUSG00000026248",4268,2818,3497,3439,4223,3063
"ENSMUSG00000026249",1796,803,929,784,1762,1067
"ENSMUSG00000067106",15,12,22,11,7,5
"ENSMUSG00000100397",0,2,0,6,4,0
"ENSMUSG00000096297",2,0,1,2,3,0
"ENSMUSG00000099552",24,28,7,13,0,0
"ENSMUSG00000043230",44,39,51,23,6,10
"ENSMUSG00000101257",2,8,0,0,0,0
"ENSMUSG00000103404",4,30,0,3,0,0
"ENSMUSG00000004364",15195,9251,12523,10622,14777,10592
"ENSMUSG00000103076",66,136,113,80,95,29
"ENSMUSG00000103525",31,60,69,60,47,64
"ENSMUSG00000101722",12,32,94,26,11,2
"ENSMUSG00000101483",0,4,2,4,5,0
"ENSMUSG00000038608",511,539,364,500,100,73
"ENSMUSG00000103192",2,0,2,0,0,0
"ENSMUSG00000104488",0,0,4,5,2,0
"ENSMUSG00000102721",2,17,2,3,4,0
"ENSMUSG00000099949",0,0,2,0,2,2
"ENSMUSG00000101986",1,0,0,0,0,0
"ENSMUSG00000087008",0,6,6,5,0,1
"ENSMUSG00000100561",0,2,4,2,2,0
"ENSMUSG00000055980",462,205,72,63,188,149
"ENSMUSG00000026142",2372,1475,698,563,582,463
"ENSMUSG00000104493",18,28,8,2,12,14
"ENSMUSG00000100786",11,91,140,45,19,13
"ENSMUSG00000096779",0,2,4,2,0,0
"ENSMUSG00000067158",11,78,3,1,6,0
"ENSMUSG00000079465",3,2,2,4,2,8
"ENSMUSG00000097564",11,2,1,1,7,5
"ENSMUSG00000026150",7742,5068,4197,4451,3666,3125
"ENSMUSG00000101450",34,61,52,39,46,41
"ENSMUSG00000026149",11,37,22,7,8,3
"ENSMUSG00000114299",0,0,0,0,2,0
"ENSMUSG00000100170",2,6,2,8,0,0
"ENSMUSG00000100744",6,2,0,1,0,0
"ENSMUSG00000026159",12699,10674,10404,10246,6601,5205
"ENSMUSG00000113880",2,9,4,2,0,0
"ENSMUSG00000101784",2,1,0,2,8,2
"ENSMUSG00000038496",454,249,86,80,246,163
"ENSMUSG00000100432",12,2,4,2,4,2
"ENSMUSG00000100190",0,0,0,0,0,1
"ENSMUSG00000113267",1,0,0,0,3,0
"ENSMUSG00000026166",0,0,16,14,16,6
"ENSMUSG00000053161",1,0,0,0,4,0
"ENSMUSG00000101896",2,0,0,0,0,0
"ENSMUSG00000026163",7,4,12,5,101,86
"ENSMUSG00000079140",12,4,4,2,16,14
"ENSMUSG00000100580",4,36,29,28,6,16
"ENSMUSG00000094946",0,0,0,2,0,0
"ENSMUSG00000077736",0,2,0,0,2,0
"ENSMUSG00000045658",3101,2255,2417,2000,1079,701
"ENSMUSG00000102750",12,26,29,13,2,2
"ENSMUSG00000101934",6,15,18,4,6,6
"ENSMUSG00000098851",0,3,6,2,0,0
"ENSMUSG00000036766",1097,298,101,77,59,58
"ENSMUSG00000104396",0,2,0,0,0,2
"ENSMUSG00000102481",6,5,0,0,0,0
"ENSMUSG00000026219",92428,94353,100227,108147,90330,79635
"ENSMUSG00000103505",35,43,45,32,22,33
"ENSMUSG00000104503",85,197,165,134,77,200
"ENSMUSG00000073633",175,177,174,233,148,108
"ENSMUSG00000026220",468,364,108,94,30,42
"ENSMUSG00000099693",0,0,4,0,0,0
"ENSMUSG00000052477",2,8,18,3,6,2
"ENSMUSG00000064281",58,49,32,24,30,28
"ENSMUSG00000061852",3,0,0,0,2,0
"ENSMUSG00000089976",2,0,0,0,0,2
"ENSMUSG00000101279",0,5,0,0,0,0
"ENSMUSG00000089844",4,8,17,9,2,3
"ENSMUSG00000073631",0,0,1,0,0,0
"ENSMUSG00000072109",31,55,91,18,28,6
"ENSMUSG00000090128",0,0,1,0,2,0
"ENSMUSG00000091199",1,1,0,0,0,0
"ENSMUSG00000089716",11,25,61,8,12,1
"ENSMUSG00000079457",6,0,1,0,0,0
"ENSMUSG00000090252",2,0,0,0,0,0
"ENSMUSG00000079455",31,63,141,19,37,10
"ENSMUSG00000101751",3,8,4,3,5,1
"ENSMUSG00000070034",18,48,95,36,68,50
"ENSMUSG00000090103",0,6,0,0,2,0
"ENSMUSG00000070031",24,36,69,13,34,15
"ENSMUSG00000073628",0,14,23,2,1,0
"ENSMUSG00000090246",2,3,8,0,0,0
"ENSMUSG00000026222",491,575,50,71,0,0
"ENSMUSG00000052760",47,77,58,64,422,390
"ENSMUSG00000098634",0,0,0,2,6,5
"ENSMUSG00000100217",0,0,0,3,6,3
