"","control_1","control_2","control_3","IDD_1","IDD_2","IDD_3"
"ENSG00000227775",74.8333333333333,81.5,81.5,74.6666666666667,73.8333333333333,75.6666666666667
"ENSG00000215790",401.666666666667,367.666666666667,340.5,426.5,361.666666666667,277.166666666667
"ENSG00000008130",1033.83333333333,1140.83333333333,1088.33333333333,926.666666666667,920,892.5
"ENSG00000078369",5377,5708,6348.5,4699.08333333333,4712.5,5640.33333333333
"ENSG00000067606",99.6666666666667,94.3333333333333,95.8333333333333,104.666666666667,155.333333333333,134.833333333333
"ENSG00000162585",341.833333333333,344,401.666666666667,262.416666666667,298,242.666666666667
"ENSG00000157933",891.833333333333,1030,887.916666666667,1646.83333333333,886.75,1036.08333333333
"ENSG00000287356",90.1666666666667,78.3333333333333,85.3333333333333,102,100.5,107.666666666667
"ENSG00000116151",186.166666666667,180.833333333333,189.833333333333,217.666666666667,198.5,194.416666666667
"ENSG00000269896",91.6666666666667,84.1666666666667,81.5,102.666666666667,90.8333333333333,110.333333333333
"ENSG00000157916",3015.16666666667,2903.66666666667,3239,2129.83333333333,2687.16666666667,2835.25
"ENSG00000157911",248.333333333333,245.5,308.25,285.666666666667,261.5,296.166666666667
"ENSG00000157881",323.666666666667,276.166666666667,320.5,260.166666666667,273.666666666667,335.583333333333
"ENSG00000157873",249.166666666667,310.333333333333,325.833333333333,216.5,383.583333333333,205.083333333333
"ENSG00000157870",168.833333333333,183.166666666667,215.333333333333,140.666666666667,139.166666666667,178.666666666667
"ENSG00000215912",90.1666666666667,80.6666666666667,76.3333333333333,76.3333333333333,79.1666666666667,74.8333333333333
"ENSG00000142611",81.3333333333333,89.1666666666667,81.5,92.6666666666667,106.5,104.666666666667
"ENSG00000130762",73.8333333333333,88,98.8333333333333,74.6666666666667,77.5,85.3333333333333
"ENSG00000272088",86.5,81.5,77.1666666666667,79.1666666666667,82.3333333333333,87.1666666666667
"ENSG00000162591",4078.83333333333,4546.5,5094.66666666667,3221,2509.16666666667,2352.83333333333
"ENSG00000158109",1209.25,1372.16666666667,1450.41666666667,1113.5,1148.75,1226
"ENSG00000116213",237.166666666667,224,292.166666666667,259.5,249.166666666667,200.083333333333
"ENSG00000227372",472.333333333333,471.5,526,492.833333333333,451,478.166666666667
"ENSG00000235169",69.8333333333333,68.6666666666667,79.8333333333333,74.6666666666667,90.8333333333333,74.8333333333333
